名前,個人URL,ORCID,所属、役職,所属、役職URL,住所,アクセス方法,研究キーワード
"長田 実 (OSADA, Minoru) ",https://samurai.nims.go.jp//profiles/osada_minoru,https://orcid.org/0000-0002-6439-8068,"国際ナノアーキテクトニクス研究拠点(MANA),NIMS招聘研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?employee_position=P7300","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"ナノシート,酸化物エレクトロニクス"
"押切 光丈 (OSHIKIRI, Mitsutake) ",https://samurai.nims.go.jp//profiles/oshikiri_mitsutake,https://orcid.org/0000-0002-1856-204X,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,光触媒材料グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2i0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0003 茨城県つくば市桜3-13 ",https://www.nims.go.jp/nims/office/tsukuba_sakura.html,"光触媒,吸着,第一原理計算"
"オズビルギン ジェムエレン (OZBILGIN, Cem Eren) ",https://samurai.nims.go.jp//profiles/ozbilgin_cemeren,https://orcid.org/0000-0001-9945-6443,"機能性材料研究拠点,光機能分野,セラミックスプロセッシンググループ,NIMSジュニア研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpc20,https://samurai.nims.go.jp//profiles?employee_position=P8000","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"落合 哲行 (OCHIAI, Tetsuyuki) ",https://samurai.nims.go.jp//profiles/ochiai_tetsuyuki,https://orcid.org/0000-0003-2933-0014,"機能性材料研究拠点,光機能分野,ナノフォトニクスグループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpc80,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"フォトニック結晶, 共振器QED,粒子線放射"
"女屋 崇 (ONAYA, Takashi) ",https://samurai.nims.go.jp//profiles/onaya_takashi,https://orcid.org/0000-0002-2710-8623,"技術開発・共用部門,ナノテクノロジー融合ステーション,ナノファブリケーショングループ,外来研究者,","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh370,https://samurai.nims.go.jp//profiles?unit=kh371,https://samurai.nims.go.jp//profiles?employee_position=P8700","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"小野 嘉則 (ONO, Yoshinori) ",https://samurai.nims.go.jp//profiles/ono_yoshinori,https://orcid.org/0000-0001-9523-3461,"構造材料研究拠点,解析・評価分野,材料強度基準グループ,主幹研究員,技術開発・共用部門,低温応用ステーション,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?unit=rtc30,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh3a0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,構造・機能材料
"小野寺 千栄 (ONODERA, Chie) ",https://samurai.nims.go.jp//profiles/onodera_chie,https://orcid.org/0000-0003-0689-4722,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,図書チーム,チームリーダー,統合型材料開発・情報基盤部門,材料データプラットフォームセンター,データサービスチーム,エンジニア,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj570,https://samurai.nims.go.jp//profiles?employee_position=G1900,https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj5c0,https://samurai.nims.go.jp//profiles?employee_position=G5900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"貝塚 芳久 (KAIZUKA, Yoshihisa) ",https://samurai.nims.go.jp//profiles/kaizuka_yoshihisa,https://orcid.org/0000-0002-8019-0873,"機能性材料研究拠点,ポリマー・バイオ分野,ナノメディシングループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpac0,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"生物物理,ソフトマター,細胞膜,シグナル伝達,イメージング"
"香川 豊 (KAGAWA, Yutaka) ",https://samurai.nims.go.jp//profiles/kagawa_yutaka,https://orcid.org/0000-0002-8019-0873,,,"305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"垣澤 英樹 (KAKISAWA, Hideki) ",https://samurai.nims.go.jp//profiles/kakisawa_hideki,https://orcid.org/0000-0002-7448-0989,"構造材料研究拠点,接合・造型分野,セラミックス基複合材料グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtb00,https://samurai.nims.go.jp//profiles?unit=rtb80,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,複合材料・物性
"郭 樹啓 (GUO, Shuqi) ",https://samurai.nims.go.jp//profiles/guo_shuqi,https://orcid.org/0000-0002-2589-7016,"構造材料研究拠点,接合・造型分野,構造用非酸化物セラミックスグループ,主席研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtb00,https://samurai.nims.go.jp//profiles?unit=rtb20,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"高温セラミックス,焼結,パフォーマンスの評価"
"蔭浦 泰資 (KAGEURA, Taisuke) ",https://samurai.nims.go.jp//profiles/kageura_taisuke,https://orcid.org/0000-0002-9792-5223,"国際ナノアーキテクトニクス研究拠点(MANA),ナノシステム分野,表面量子相物質グループ,外来研究者,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp300,https://samurai.nims.go.jp//profiles?unit=mp3i0,https://samurai.nims.go.jp//profiles?employee_position=P8700","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"加古 哲也 (KAKO, Tetsuya) ",https://samurai.nims.go.jp//profiles/kako_tetsuya,https://orcid.org/0000-0002-1891-6346,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,光触媒材料グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2i0,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"光触媒,可視光,有害物質除去"
"葛西 伸哉 (KASAI, Shinya) ",https://samurai.nims.go.jp//profiles/kasai_shinya,https://orcid.org/0000-0001-7149-4800,"磁性・スピントロニクス材料研究拠点,スピン物性グループ,グループリーダー,磁性・スピントロニクス材料研究拠点,元素戦略磁性材料研究拠点,解析評価グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs260,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs300,https://samurai.nims.go.jp//profiles?unit=rs340,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"スピントロニクス,スピンダイナミクス"
"笠原 章 (KASAHARA, Akira) ",https://samurai.nims.go.jp//profiles/kasahara_akira,https://orcid.org/0000-0003-3772-4451,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,熱エネルギー変換材料グループ,研究業務員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2d0,https://samurai.nims.go.jp//profiles?employee_position=P7800","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"笠谷 岳士 (KASAYA, Takeshi) ",https://samurai.nims.go.jp//profiles/kasaya_takeshi,https://orcid.org/0000-0002-1976-8760,"機能性材料研究拠点,光機能分野,プラズモニクスグループ,NIMSエンジニア職,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpc30,https://samurai.nims.go.jp//profiles?employee_position=P7670","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"片岡 知歩 (KATAOKA, Chiho) ",https://samurai.nims.go.jp//profiles/kataoka_chiho,https://orcid.org/0000-0002-4068-0405,"機能性材料研究拠点,ポリマー・バイオ分野,医療応用ソフトマターグループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa80,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"表面科学,物理化学,生物物理"
"片山 英樹 (KATAYAMA, Hideki) ",https://samurai.nims.go.jp//profiles/katayama_hideki,https://orcid.org/0000-0001-7947-4687,"構造材料研究拠点,副拠点長,構造材料研究拠点,解析・評価分野,分野長,構造材料研究拠点,解析・評価分野,腐食特性グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?employee_position=G0200,https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?employee_position=G0360,https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?unit=rtc20,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,材料加工・処理
"カダカ ビ ドゥラバ (KHADKA, Dhruba Bahadur) ",https://samurai.nims.go.jp//profiles/khadka_b_dhruba,https://orcid.org/0000-0001-9134-3890,"エネルギー・環境材料研究拠点,太陽光発電材料グループ　,研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq3a0,https://samurai.nims.go.jp//profiles?employee_position=G5800","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"Perovskite based PV device,  CZTS, CIGS,  , Device Physics, defect analysis, X-ray Detector, Thin film Transistor    "
"勝矢 良雄 (KATSUYA, Yoshio) ",https://samurai.nims.go.jp//profiles/katsuya_yoshio,https://orcid.org/0000-0001-5710-7448,"技術開発・共用部門,事務統括室,調査役,技術開発・共用部門,微細構造解析プラットフォーム,主幹エンジニア,","https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh100,https://samurai.nims.go.jp//profiles?employee_position=G6250,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh220,https://samurai.nims.go.jp//profiles?employee_position=G5350","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"桂 ゆかり (KATSURA, Yukari) ",https://samurai.nims.go.jp//profiles/katsura_yukari,https://orcid.org/0000-0002-8905-2995,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,材料データベースグループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj590,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"加藤 和明 (KATO, Kazuaki) ",https://samurai.nims.go.jp//profiles/kato_kazuaki,https://orcid.org/0000-0002-9997-8599,"統合型材料開発・情報基盤部門,データ駆動高分子設計グループ,NIMS招聘研究員,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj800,https://samurai.nims.go.jp//profiles?employee_position=P7300","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"高分子材料,超分子化学,ポリロタキサン,シクロデキストリン,分子認識"
"加藤 誠一 (KATO, Seiichi) ",https://samurai.nims.go.jp//profiles/kato_seiichi,https://orcid.org/0000-0002-6427-5463,"国際ナノアーキテクトニクス研究拠点(MANA),ナノシステム分野,超薄膜エレクトロニクスグループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp300,https://samurai.nims.go.jp//profiles?unit=mp330,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"加藤 健 (KATO, Takeshi) ",https://samurai.nims.go.jp//profiles/kato_takeshi,https://orcid.org/0000-0002-3317-7481,"技術開発・共用部門,材料分析ステーション,化学分析・Ｘ線回折グループ,エンジニア,","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh330,https://samurai.nims.go.jp//profiles?unit=kh332,https://samurai.nims.go.jp//profiles?employee_position=G5900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"門平 卓也 (KADOHIRA, Takuya) ",https://samurai.nims.go.jp//profiles/kadohira_takuya,https://orcid.org/0000-0003-0569-1309,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,データシステムグループ,グループリーダー,統合型材料開発・情報基盤部門,SIP-MIラボ,構造材料データベースチーム,主任エンジニア,統合型材料開発・情報基盤部門,マテリアルズインテグレーションコンソーシアム,主幹エンジニア,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj580,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj200,https://samurai.nims.go.jp//profiles?unit=kj2c0,https://samurai.nims.go.jp//profiles?employee_position=G5650,https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kja00,https://samurai.nims.go.jp//profiles?employee_position=G5350","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"門脇 万里子 (KADOWAKI, Mariko) ",https://samurai.nims.go.jp//profiles/kadowaki_mariko,https://orcid.org/0000-0002-8988-3545,"構造材料研究拠点,解析・評価分野,腐食特性グループ,研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?unit=rtc20,https://samurai.nims.go.jp//profiles?employee_position=G5800","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
